SITE_ID1,CELL_NAME1,RatBandShort1,SITE_ID2,CELL_NAME,RatBandShort2,HO Execution Successes [#]
B5BEZ,TB5BEZ3,L08,B5KOZ,TB5KOZ1,L08,1703
B5BEZ,TB5BEZ3,L08,B5KOZ,TB5KOZ3,L08,2592
B5BEZ,TB5BEZ3,L08,B5LUB,TB5LUB1,L08,747
B5BEZ,TB5BEZ3,L08,B5LUB,TB5LUB2,L08,7026
B5BEZ,TB5BEZ3,L08,B5LUB,TB5LUB3,L08,778
B5BEZ,TB5BEZ3,L08,B5RUB,TB5RUB1,L08,158
B5BEZ,TB5BEZ3,L08,B5UDE,TB5UDE2,L08,52
B5BEZ,TB5BEZ3,L08,B5VIG,TB5VIG2,L08,5615
B5BEZ,TB5BEZ3,L08,B5VIG,TB5VIG3,L08,313
B5BEZ,TB5BEZ3,L08,B5ZNI,TB5ZNI2,L08,868
B5BEZ,TB5BEZ3,L08,B5ZNI,TB5ZNI3,L08,453
B5BEZ,JB5BEZ1,L18,B2VHD,JB2VHD2,L18,25
B5BEZ,JB5BEZ1,L18,B5BEZ,TB5BEZ1,L08,4890
B5BEZ,JB5BEZ1,L18,B5BEZ,TB5BEZ2,L08,229
B5BEZ,JB5BEZ1,L18,B5BEZ,TB5BEZ3,L08,497
B5BEZ,JB5BEZ1,L18,B5JAS,TB5JAS2,L08,373
B5BEZ,JB5BEZ1,L18,B5JAS,VB5JAS2,L09,417
B5BEZ,JB5BEZ1,L18,B5JAS,JB5JAS2,L18,4990
B5BEZ,JB5BEZ1,L18,B5JAZ,JB5JAZ1,L18,726
B5BEZ,JB5BEZ1,L18,B5LUB,TB5LUB1,L08,73
B5BEZ,JB5BEZ2,L18,B1SVE,JB1SVE2,L18,2167
B5BEZ,JB5BEZ2,L18,B2VHD,JB2VHD3,L18,383
B5BEZ,JB5BEZ2,L18,B5BEZ,TB5BEZ1,L08,199
B5BEZ,JB5BEZ2,L18,B5BEZ,TB5BEZ2,L08,5211
B5BEZ,JB5BEZ2,L18,B5BEZ,TB5BEZ3,L08,173
B5BEZ,JB5BEZ2,L18,B5BEZ,JB5BEZ1,L18,7103
B5BEZ,JB5BEZ2,L18,B5JAS,TB5JAS2,L08,439
B5BEZ,JB5BEZ2,L18,B5JAS,VB5JAS2,L09,958
B5BEZ,JB5BEZ2,L18,B5JAS,JB5JAS2,L18,25264
B5BEZ,JB5BEZ2,L18,B5JAZ,TB5JAZ1,L08,1029
B5BEZ,JB5BEZ2,L18,B5JAZ,TB5JAZ3,L08,304
B5BEZ,JB5BEZ2,L18,B5JAZ,VB5JAZ1,L09,346
B5BEZ,JB5BEZ2,L18,B5JAZ,JB5JAZ1,L18,13696
B5BEZ,JB5BEZ2,L18,B5JAZ,JB5JAZ3,L18,33753
B5BEZ,JB5BEZ2,L18,B5KOZ,JB5KOZ1,L18,6223
B5BEZ,JB5BEZ2,L18,B5KOZ,JB5KOZ3,L18,517
B5BEZ,JB5BEZ2,L18,B5LAC,JB5LAC2,L18,308
B5BEZ,JB5BEZ2,L18,B5VIG,JB5VIG2,L18,1088
B5BEZ,JB5BEZ3,L18,B1SVE,JB1SVE2,L18,8626
B5BEZ,JB5BEZ3,L18,B2VHD,JB2VHD3,L18,258
B5BEZ,JB5BEZ3,L18,B4FUL,JB4FUL1,L18,111
B5BEZ,JB5BEZ3,L18,B5BEZ,TB5BEZ1,L08,804
B5BEZ,JB5BEZ3,L18,B5BEZ,TB5BEZ2,L08,406
B5BEZ,JB5BEZ3,L18,B5BEZ,TB5BEZ3,L08,5388
B5BEZ,JB5BEZ3,L18,B5BEZ,JB5BEZ1,L18,12137
B5BEZ,JB5BEZ3,L18,B5BEZ,JB5BEZ2,L18,41603
B5BEZ,JB5BEZ3,L18,B5JAS,TB5JAS2,L08,441
B5BEZ,JB5BEZ3,L18,B5JAS,VB5JAS2,L09,923
B5BEZ,JB5BEZ3,L18,B5JAS,JB5JAS2,L18,48526
B5BEZ,JB5BEZ3,L18,B5JAS,JB5JAS3,L18,3457
B5BEZ,JB5BEZ3,L18,B5JAZ,TB5JAZ3,L08,712
B5BEZ,JB5BEZ3,L18,B5JAZ,VB5JAZ3,L09,202
B5BEZ,JB5BEZ3,L18,B5JAZ,JB5JAZ3,L18,1651
B5BEZ,JB5BEZ3,L18,B5KOZ,JB5KOZ1,L18,869
B5BEZ,JB5BEZ3,L18,B5LUB,JB5LUB1,L18,34
B5BEZ,JB5BEZ3,L18,B5LUB,JB5LUB2,L18,1267
B5BEZ,JB5BEZ3,L18,B5VIG,TB5VIG2,L08,26
B5BEZ,JB5BEZ3,L18,B5VIG,JB5VIG2,L18,149
B5BEZ,JB5BEZ3,L18,B5VIG,JB5VIG3,L18,874
B5BEZ,JB5BEZ3,L18,B5ZNI,JB5ZNI2,L18,25
B5BUD,TB5BUD1,L08,B1SKP,TB1SKP2,L08,0
B5BUD,TB5BUD1,L08,B5ANT,TB5ANT3,L08,5474
B5BUD,TB5BUD1,L08,B5BUD,SB5BUD1,L07,39422
B5BUD,TB5BUD1,L08,B5BUD,TB5BUD2,L08,12254
B5BUD,TB5BUD1,L08,B5BUD,TB5BUD3,L08,7420
B5BUD,TB5BUD1,L08,B5BUD,VB5BUD2,L09,159
B5BUD,TB5BUD1,L08,B5BUD,VB5BUD3,L09,59
B5BUD,TB5BUD1,L08,B5BUD,JB5BUD3,L18,6
B5BUD,TB5BUD1,L08,B5FED,TB5FED1,L08,590
B5BUD,TB5BUD1,L08,B5FED,TB5FED2,L08,35059
B5BUD,TB5BUD1,L08,B5FED,VB5FED2,L09,60
B5BUD,TB5BUD1,L08,B5KPC,TB5KPC2,L08,26931
B5BUD,TB5BUD1,L08,B5KPC,VB5KPC2,L09,467
B5BUD,TB5BUD1,L08,B5LIE,TB5LIE1,L08,52
B5BUD,TB5BUD1,L08,B5LIE,TB5LIE3,L08,2656
B5BUD,TB5BUD1,L08,B5LUB,TB5LUB3,L08,2425
B5BUD,TB5BUD1,L08,B5ROV,TB5ROV1,L08,0
B5BUD,TB5BUD1,L08,B5ROV,TB5ROV2,L08,21092
B5BUD,TB5BUD1,L08,B5ROV,TB5ROV3,L08,8753
B5BUD,TB5BUD1,L08,B5ROV,VB5ROV2,L09,155
B5BUD,TB5BUD1,L08,B5ZNI,TB5ZNI1,L08,9641
B5BUD,TB5BUD1,L08,B5ZNI,TB5ZNI3,L08,4055
B5BUD,TB5BUD2,L08,B1BOR,TB1BOR2,L08,54
B5BUD,TB5BUD2,L08,B1DRO,TB1DRO1,L08,17
B5BUD,TB5BUD2,L08,B5ANT,TB5ANT3,L08,1021
B5BUD,TB5BUD2,L08,B5BUD,SB5BUD2,L07,32889
B5BUD,TB5BUD2,L08,B5BUD,TB5BUD1,L08,15192
B5BUD,TB5BUD2,L08,B5BUD,TB5BUD3,L08,68929
B5BUD,TB5BUD2,L08,B5BUD,VB5BUD1,L09,370
B5BUD,TB5BUD2,L08,B5BUD,VB5BUD3,L09,221
B5BUD,TB5BUD2,L08,B5BUD,JB5BUD1,L18,13
B5BUD,TB5BUD2,L08,B5FED,TB5FED2,L08,426
B5BUD,TB5BUD2,L08,B5JAS,TB5JAS3,L08,602
B5BUD,TB5BUD2,L08,B5JAZ,TB5JAZ3,L08,1294
B5BUD,TB5BUD2,L08,B5KOZ,TB5KOZ3,L08,646
B5BUD,TB5BUD2,L08,B5KPC,TB5KPC2,L08,4966
B5BUD,TB5BUD2,L08,B5LIE,TB5LIE1,L08,434
B5BUD,TB5BUD2,L08,B5LIE,TB5LIE2,L08,2391
B5BUD,TB5BUD2,L08,B5LIE,TB5LIE3,L08,72314
B5BUD,TB5BUD2,L08,B5LIE,VB5LIE3,L09,410
B5BUD,TB5BUD2,L08,B5ROV,TB5ROV2,L08,221
B5BUD,TB5BUD2,L08,B5UDE,TB5UDE2,L08,605
B5BUD,TB5BUD2,L08,B5VIG,TB5VIG2,L08,669
B5BUD,TB5BUD2,L08,B5VIG,TB5VIG3,L08,749
B5BUD,TB5BUD2,L08,B5ZNI,TB5ZNI1,L08,3292
B5BUD,TB5BUD2,L08,B5ZNI,TB5ZNI3,L08,15851
B5BUD,TB5BUD2,L08,B5ZNI,VB5ZNI3,L09,103
B5BUD,TB5BUD2,L08,B5ZNI,JB5ZNI3,L18,8
B5BUD,TB5BUD3,L08,B1BOR,TB1BOR2,L08,2432
B5BUD,TB5BUD3,L08,B4DEK,TB4DEK1,L08,275
B5BUD,TB5BUD3,L08,B4DON,TB4DON2,L08,117
B5BUD,TB5BUD3,L08,B4JAM,TB4JAM2,L08,35
B5BUD,TB5BUD3,L08,B4JMN,TB4JMN2,L08,211
B5BUD,TB5BUD3,L08,B4PUP,TB4PUP2,L08,325
B5BUD,TB5BUD3,L08,B5BUD,SB5BUD3,L07,40162
B5BUD,TB5BUD3,L08,B5BUD,TB5BUD1,L08,6377
B5BUD,TB5BUD3,L08,B5BUD,TB5BUD2,L08,72533
B5BUD,TB5BUD3,L08,B5BUD,VB5BUD1,L09,35
B5BUD,TB5BUD3,L08,B5BUD,VB5BUD2,L09,296
B5BUD,TB5BUD3,L08,B5BUD,JB5BUD1,L18,38
B5BUD,TB5BUD3,L08,B5FED,TB5FED2,L08,24147
B5BUD,TB5BUD3,L08,B5FED,TB5FED3,L08,1118
B5BUD,TB5BUD3,L08,B5HAL,TB5HAL3,L08,1169
B5BUD,TB5BUD3,L08,B5KPC,TB5KPC2,L08,69668
B5BUD,TB5BUD3,L08,B5KPC,TB5KPC3,L08,77211
B5BUD,TB5BUD3,L08,B5KPC,VB5KPC3,L09,84
B5BUD,TB5BUD3,L08,B5LEN,TB5LEN2,L08,14
B5BUD,TB5BUD3,L08,B5LIE,TB5LIE2,L08,1436
B5BUD,TB5BUD3,L08,B5LIE,TB5LIE3,L08,9316
B5BUD,TB5BUD3,L08,B5LIE,VB5LIE3,L09,39
B5BUD,TB5BUD3,L08,B5NED,TB5NED1,L08,14376
B5BUD,TB5BUD3,L08,B5NEI,TB5NEI1,L08,819
B5BUD,TB5BUD3,L08,B5NES,TB5NES4,L08,0
B5BUD,TB5BUD3,L08,B5PEC,TB5PEC2,L08,4261
B5BUD,TB5BUD3,L08,B5ROV,TB5ROV3,L08,537
B5BUD,TB5BUD3,L08,B5UDE,TB5UDE2,L08,4968
B5BUD,TB5BUD3,L08,B5UDE,VB5UDE2,L09,4
B5BUD,TB5BUD3,L08,B5VIG,TB5VIG3,L08,1266
B5BUD,TB5BUD3,L08,B5VRA,TB5VRA2,L08,560
B5BUD,TB5BUD3,L08,B5ZNI,TB5ZNI3,L08,1217
B5BUD,VB5BUD1,L09,B5ANT,VB5ANT3,L09,4905
B5BUD,VB5BUD1,L09,B5BUD,SB5BUD2,L07,6407
B5BUD,VB5BUD1,L09,B5BUD,SB5BUD3,L07,6534
B5BUD,VB5BUD1,L09,B5BUD,TB5BUD1,L08,10875
B5BUD,VB5BUD1,L09,B5BUD,TB5BUD2,L08,1355
B5BUD,VB5BUD1,L09,B5BUD,TB5BUD3,L08,91
B5BUD,VB5BUD1,L09,B5BUD,JB5BUD2,L18,29
B5BUD,VB5BUD1,L09,B5BUD,JB5BUD3,L18,18
B5BUD,VB5BUD1,L09,B5FED,TB5FED2,L08,648
B5BUD,VB5BUD1,L09,B5FED,VB5FED1,L09,760
B5BUD,VB5BUD1,L09,B5FED,VB5FED2,L09,27569
B5BUD,VB5BUD1,L09,B5KPC,TB5KPC2,L08,572
B5BUD,VB5BUD1,L09,B5KPC,VB5KPC2,L09,20235
B5BUD,VB5BUD1,L09,B5LIE,VB5LIE3,L09,1336
B5BUD,VB5BUD1,L09,B5LUB,VB5LUB3,L09,502
B5BUD,VB5BUD1,L09,B5ROV,TB5ROV2,L08,405
B5BUD,VB5BUD1,L09,B5ROV,VB5ROV2,L09,11958
B5BUD,VB5BUD1,L09,B5ROV,VB5ROV3,L09,4783
B5BUD,VB5BUD1,L09,B5ROV,JB5ROV2,L18,0
B5BUD,VB5BUD1,L09,B5UDE,VB5UDE2,L09,169
B5BUD,VB5BUD1,L09,B5ZNI,VB5ZNI1,L09,5687
B5BUD,VB5BUD1,L09,B5ZNI,VB5ZNI3,L09,2945
B5BUD,VB5BUD2,L09,B1BOR,VB1BOR2,L09,81
B5BUD,VB5BUD2,L09,B1DRO,VB1DRO1,L09,628
B5BUD,VB5BUD2,L09,B5ANT,VB5ANT3,L09,534
B5BUD,VB5BUD2,L09,B5BUD,SB5BUD1,L07,6905
B5BUD,VB5BUD2,L09,B5BUD,SB5BUD3,L07,44694
B5BUD,VB5BUD2,L09,B5BUD,TB5BUD1,L08,814
B5BUD,VB5BUD2,L09,B5BUD,TB5BUD2,L08,11888
B5BUD,VB5BUD2,L09,B5BUD,TB5BUD3,L08,460
B5BUD,VB5BUD2,L09,B5BUD,JB5BUD1,L18,17
B5BUD,VB5BUD2,L09,B5BUD,JB5BUD3,L18,101
B5BUD,VB5BUD2,L09,B5FED,VB5FED2,L09,639
B5BUD,VB5BUD2,L09,B5FED,VB5FED3,L09,1
B5BUD,VB5BUD2,L09,B5JAS,VB5JAS2,L09,3
B5BUD,VB5BUD2,L09,B5JAZ,VB5JAZ3,L09,2668
B5BUD,VB5BUD2,L09,B5KOZ,VB5KOZ3,L09,4132
B5BUD,VB5BUD2,L09,B5KPC,VB5KPC2,L09,3458
B5BUD,VB5BUD2,L09,B5KPC,VB5KPC3,L09,677
B5BUD,VB5BUD2,L09,B5LIE,TB5LIE3,L08,666
B5BUD,VB5BUD2,L09,B5LIE,VB5LIE2,L09,487
B5BUD,VB5BUD2,L09,B5LIE,VB5LIE3,L09,57365
B5BUD,VB5BUD2,L09,B5ROV,VB5ROV2,L09,79
B5BUD,VB5BUD2,L09,B5UDE,VB5UDE2,L09,302
B5BUD,VB5BUD2,L09,B5ZNI,TB5ZNI3,L08,306
B5BUD,VB5BUD2,L09,B5ZNI,VB5ZNI1,L09,1593
B5BUD,VB5BUD2,L09,B5ZNI,VB5ZNI2,L09,104
B5BUD,VB5BUD2,L09,B5ZNI,VB5ZNI3,L09,12975
B5BUD,VB5BUD3,L09,B1BOR,VB1BOR2,L09,769
B5BUD,VB5BUD3,L09,B4DON,VB4DON2,L09,93
B5BUD,VB5BUD3,L09,B4FUL,VB4FUL1,L09,1027
B5BUD,VB5BUD3,L09,B4JMN,VB4JMN2,L09,1631
B5BUD,VB5BUD3,L09,B5BUD,SB5BUD1,L07,5566
B5BUD,VB5BUD3,L09,B5BUD,SB5BUD2,L07,53175
B5BUD,VB5BUD3,L09,B5BUD,TB5BUD1,L08,61
B5BUD,VB5BUD3,L09,B5BUD,TB5BUD2,L08,1114
B5BUD,VB5BUD3,L09,B5BUD,TB5BUD3,L08,22467
B5BUD,VB5BUD3,L09,B5BUD,JB5BUD1,L18,45
B5BUD,VB5BUD3,L09,B5FED,VB5FED2,L09,15963
B5BUD,VB5BUD3,L09,B5FED,VB5FED3,L09,604
B5BUD,VB5BUD3,L09,B5KPC,TB5KPC2,L08,341
B5BUD,VB5BUD3,L09,B5KPC,TB5KPC3,L08,751
B5BUD,VB5BUD3,L09,B5KPC,VB5KPC1,L09,45
B5BUD,VB5BUD3,L09,B5KPC,VB5KPC2,L09,60953
B5BUD,VB5BUD3,L09,B5KPC,VB5KPC3,L09,48550
B5BUD,VB5BUD3,L09,B5KPC,JB5KPC2,L18,3
B5BUD,VB5BUD3,L09,B5LIE,VB5LIE2,L09,411
B5BUD,VB5BUD3,L09,B5LIE,VB5LIE3,L09,23137
B5BUD,VB5BUD3,L09,B5NED,VB5NED1,L09,2238
B5BUD,VB5BUD3,L09,B5PEC,VB5PEC2,L09,801
B5BUD,VB5BUD3,L09,B5ROV,VB5ROV3,L09,445
B5BUD,VB5BUD3,L09,B5UDE,VB5UDE2,L09,4134
B5BUD,VB5BUD3,L09,B5ZNI,VB5ZNI3,L09,689
B5BUD,JB5BUD1,L18,B5ANT,TB5ANT3,L08,61
B5BUD,JB5BUD1,L18,B5ANT,JB5ANT3,L18,5654
B5BUD,JB5BUD1,L18,B5BUD,SB5BUD1,L07,14014
B5BUD,JB5BUD1,L18,B5BUD,SB5BUD2,L07,455
B5BUD,JB5BUD1,L18,B5BUD,TB5BUD1,L08,14005
B5BUD,JB5BUD1,L18,B5BUD,TB5BUD2,L08,582
B5BUD,JB5BUD1,L18,B5BUD,TB5BUD3,L08,247
B5BUD,JB5BUD1,L18,B5BUD,VB5BUD3,L09,225
B5BUD,JB5BUD1,L18,B5FED,TB5FED2,L08,478
B5BUD,JB5BUD1,L18,B5FED,VB5FED2,L09,444
B5BUD,JB5BUD1,L18,B5FED,JB5FED1,L18,18
B5BUD,JB5BUD1,L18,B5FED,JB5FED2,L18,86362
B5BUD,JB5BUD1,L18,B5KPC,TB5KPC2,L08,1206
B5BUD,JB5BUD1,L18,B5KPC,VB5KPC2,L09,1689
B5BUD,JB5BUD1,L18,B5KPC,JB5KPC2,L18,21164
B5BUD,JB5BUD1,L18,B5LIE,JB5LIE3,L18,305
B5BUD,JB5BUD1,L18,B5ROV,TB5ROV2,L08,754
B5BUD,JB5BUD1,L18,B5ROV,VB5ROV2,L09,802
B5BUD,JB5BUD1,L18,B5ROV,JB5ROV1,L18,364
B5BUD,JB5BUD1,L18,B5ROV,JB5ROV2,L18,17943
B5BUD,JB5BUD1,L18,B5ROV,JB5ROV3,L18,5838
B5BUD,JB5BUD1,L18,B5UDE,JB5UDE2,L18,356
B5BUD,JB5BUD1,L18,B5ZNI,JB5ZNI1,L18,16041
B5BUD,JB5BUD1,L18,B5ZNI,JB5ZNI3,L18,1496
B5BUD,JB5BUD2,L18,B1PAL,JB1PAL2,L18,1082
B5BUD,JB5BUD2,L18,B1SVE,JB1SVE2,L18,6182
B5BUD,JB5BUD2,L18,B5ANT,JB5ANT3,L18,1343
B5BUD,JB5BUD2,L18,B5BUD,SB5BUD2,L07,9895
B5BUD,JB5BUD2,L18,B5BUD,SB5BUD3,L07,655
B5BUD,JB5BUD2,L18,B5BUD,TB5BUD1,L08,756
B5BUD,JB5BUD2,L18,B5BUD,TB5BUD2,L08,11287
B5BUD,JB5BUD2,L18,B5BUD,TB5BUD3,L08,647
B5BUD,JB5BUD2,L18,B5BUD,VB5BUD1,L09,528
B5BUD,JB5BUD2,L18,B5BUD,JB5BUD1,L18,14481
B5BUD,JB5BUD2,L18,B5KPC,TB5KPC2,L08,215
B5BUD,JB5BUD2,L18,B5KPC,VB5KPC2,L09,82
B5BUD,JB5BUD2,L18,B5LIE,TB5LIE3,L08,834
B5BUD,JB5BUD2,L18,B5LIE,VB5LIE3,L09,916
B5BUD,JB5BUD2,L18,B5LIE,JB5LIE2,L18,310
B5BUD,JB5BUD2,L18,B5LIE,JB5LIE3,L18,62860
B5BUD,JB5BUD2,L18,B5NED,JB5NED1,L18,1219
B5BUD,JB5BUD2,L18,B5ZNI,TB5ZNI3,L08,409
B5BUD,JB5BUD2,L18,B5ZNI,VB5ZNI3,L09,492
B5BUD,JB5BUD2,L18,B5ZNI,JB5ZNI1,L18,1291
B5BUD,JB5BUD2,L18,B5ZNI,JB5ZNI3,L18,13014
B5BUD,JB5BUD3,L18,B1PAL,JB1PAL2,L18,16695
B5BUD,JB5BUD3,L18,B1SVE,JB1SVE2,L18,14850
B5BUD,JB5BUD3,L18,B4FUL,JB4FUL1,L18,2083
B5BUD,JB5BUD3,L18,B4JMN,JB4JMN2,L18,5985
B5BUD,JB5BUD3,L18,B5BUD,SB5BUD2,L07,1883
B5BUD,JB5BUD3,L18,B5BUD,SB5BUD3,L07,27527
B5BUD,JB5BUD3,L18,B5BUD,TB5BUD1,L08,45
B5BUD,JB5BUD3,L18,B5BUD,TB5BUD2,L08,2153
B5BUD,JB5BUD3,L18,B5BUD,TB5BUD3,L08,24198
B5BUD,JB5BUD3,L18,B5BUD,VB5BUD1,L09,67
B5BUD,JB5BUD3,L18,B5BUD,JB5BUD1,L18,30669
B5BUD,JB5BUD3,L18,B5BUD,JB5BUD2,L18,100162
B5BUD,JB5BUD3,L18,B5FED,TB5FED2,L08,160
B5BUD,JB5BUD3,L18,B5FED,JB5FED2,L18,28028
B5BUD,JB5BUD3,L18,B5FED,JB5FED3,L18,3188
B5BUD,JB5BUD3,L18,B5KPC,TB5KPC2,L08,789
B5BUD,JB5BUD3,L18,B5KPC,TB5KPC3,L08,742
B5BUD,JB5BUD3,L18,B5KPC,VB5KPC2,L09,959
B5BUD,JB5BUD3,L18,B5KPC,VB5KPC3,L09,511
B5BUD,JB5BUD3,L18,B5KPC,JB5KPC1,L18,631
B5BUD,JB5BUD3,L18,B5KPC,JB5KPC2,L18,116527
B5BUD,JB5BUD3,L18,B5KPC,JB5KPC3,L18,42587
B5BUD,JB5BUD3,L18,B5LEN,JB5LEN2,L18,551
B5BUD,JB5BUD3,L18,B5LIE,TB5LIE3,L08,222
B5BUD,JB5BUD3,L18,B5LIE,VB5LIE3,L09,85
B5BUD,JB5BUD3,L18,B5LIE,JB5LIE2,L18,843
B5BUD,JB5BUD3,L18,B5LIE,JB5LIE3,L18,31845
B5BUD,JB5BUD3,L18,B5NED,TB5NED1,L08,23
B5BUD,JB5BUD3,L18,B5NED,JB5NED1,L18,8399
B5BUD,JB5BUD3,L18,B5PEC,JB5PEC2,L18,576
B5BUD,JB5BUD3,L18,B5UDE,JB5UDE2,L18,2698
B5BUD,JB5BUD3,L18,B5ZNI,JB5ZNI3,L18,2935
B5BVS,TB5BVS1,L08,B5BVS,SB5BVS1,L07,1684
B5BVS,TB5BVS1,L08,B5BVS,TB5BVS2,L08,2943
B5BVS,TB5BVS1,L08,B5BVS,VB5BVS2,L09,94
B5BVS,TB5BVS1,L08,B5BVS,JB5BVS2,L18,54
B5BVS,TB5BVS1,L08,B5LAC,TB5LAC2,L08,656
B5BVS,TB5BVS1,L08,B5LUB,TB5LUB1,L08,24001
B5BVS,TB5BVS1,L08,B5MED,TB5MED3,L08,2677
B5BVS,TB5BVS1,L08,B5OSU,TB5OSU2,L08,22254
B5BVS,TB5BVS1,L08,B5ROV,TB5ROV1,L08,2366
B5BVS,TB5BVS1,L08,B5ROV,TB5ROV2,L08,733
B5BVS,TB5BVS2,L08,B5ANT,TB5ANT1,L08,466
B5BVS,TB5BVS2,L08,B5BVS,SB5BVS2,L07,875
B5BVS,TB5BVS2,L08,B5BVS,TB5BVS1,L08,3236
B5BVS,TB5BVS2,L08,B5BVS,VB5BVS1,L09,85
B5BVS,TB5BVS2,L08,B5BVS,JB5BVS1,L18,148
B5BVS,TB5BVS2,L08,B5OSU,TB5OSU2,L08,26320
B5BVS,TB5BVS2,L08,B5ROV,TB5ROV1,L08,2346
B5BVS,TB5BVS2,L08,B5ROV,TB5ROV2,L08,2803
B5BVS,VB5BVS1,L09,B5BVS,SB5BVS2,L07,1587
B5BVS,VB5BVS1,L09,B5BVS,TB5BVS1,L08,1360
B5BVS,VB5BVS1,L09,B5BVS,TB5BVS2,L08,162
B5BVS,VB5BVS1,L09,B5BVS,JB5BVS2,L18,32
B5BVS,VB5BVS1,L09,B5LUB,TB5LUB1,L08,889
B5BVS,VB5BVS1,L09,B5LUB,VB5LUB1,L09,15847
B5BVS,VB5BVS1,L09,B5OSU,VB5OSU2,L09,15743
B5BVS,VB5BVS1,L09,B5ROV,VB5ROV1,L09,998
B5BVS,VB5BVS1,L09,B5ROV,VB5ROV2,L09,411
B5BVS,VB5BVS2,L09,B5BVS,SB5BVS1,L07,1609
B5BVS,VB5BVS2,L09,B5BVS,TB5BVS1,L08,162
B5BVS,VB5BVS2,L09,B5BVS,TB5BVS2,L08,535
B5BVS,VB5BVS2,L09,B5BVS,JB5BVS1,L18,43
B5BVS,VB5BVS2,L09,B5OSU,VB5OSU2,L09,16074
B5BVS,VB5BVS2,L09,B5ROV,VB5ROV1,L09,1328
B5BVS,VB5BVS2,L09,B5ROV,VB5ROV2,L09,964
B5BVS,JB5BVS1,L18,B5BVS,SB5BVS1,L07,7972
B5BVS,JB5BVS1,L18,B5BVS,TB5BVS1,L08,6391
B5BVS,JB5BVS1,L18,B5BVS,TB5BVS2,L08,394
B5BVS,JB5BVS1,L18,B5BVS,VB5BVS2,L09,172
B5BVS,JB5BVS1,L18,B5LAC,JB5LAC2,L18,2000
B5BVS,JB5BVS1,L18,B5LUB,TB5LUB1,L08,4602
B5BVS,JB5BVS1,L18,B5LUB,VB5LUB1,L09,4718
B5BVS,JB5BVS1,L18,B5LUB,JB5LUB1,L18,12398
B5BVS,JB5BVS1,L18,B5OSU,TB5OSU2,L08,73
B5BVS,JB5BVS1,L18,B5OSU,VB5OSU2,L09,77
B5BVS,JB5BVS1,L18,B5OSU,JB5OSU2,L18,3940
B5BVS,JB5BVS2,L18,B5BVS,SB5BVS2,L07,1773
B5BVS,JB5BVS2,L18,B5BVS,TB5BVS1,L08,335
B5BVS,JB5BVS2,L18,B5BVS,TB5BVS2,L08,2041
B5BVS,JB5BVS2,L18,B5BVS,VB5BVS1,L09,184
B5BVS,JB5BVS2,L18,B5BVS,JB5BVS1,L18,5973
B5BVS,JB5BVS2,L18,B5LAC,JB5LAC2,L18,1651
B5BVS,JB5BVS2,L18,B5OSU,TB5OSU2,L08,213
B5BVS,JB5BVS2,L18,B5OSU,VB5OSU2,L09,353
B5BVS,JB5BVS2,L18,B5OSU,JB5OSU2,L18,14698
B5CER,TB5CER1,L08,B1KUP,TB1KUP3,L08,61
B5CER,TB5CER1,L08,B1NSV,TB1NSV2,L08,55
B5CER,TB5CER1,L08,B1PAL,TB1PAL1,L08,569
B5CER,TB5CER1,L08,B1PAL,TB1PAL2,L08,5162
B5CER,TB5CER1,L08,B1PRI,TB1PRI2,L08,6089
B5CER,TB5CER1,L08,B1RYB,TB1RYB3,L08,1811
B5CER,TB5CER1,L08,B1ZIZ,TB1ZIZ2,L08,279
B5CER,TB5CER1,L08,B2EUD,TB2EUD2,L08,5754
B5CER,TB5CER1,L08,B2EUD,VB2EUD2,L09,75
B5CER,TB5CER1,L08,B2EUR,TB2EUR2,L08,679
B5CER,TB5CER1,L08,B2EUR,TB2EUR3,L08,2101
B5CER,TB5CER1,L08,B2PRS,TB2PRS2,L08,1327
B5CER,TB5CER1,L08,B5CER,SB5CER1,L07,43741
B5CER,TB5CER1,L08,B5CER,TB5CER2,L08,28346
B5CER,TB5CER1,L08,B5CER,TB5CER3,L08,7550
B5CER,TB5CER1,L08,B5CER,VB5CER2,L09,212
B5CER,TB5CER1,L08,B5CER,VB5CER3,L09,54
B5CER,TB5CER1,L08,B5CER,JB5CER2,L18,100
B5CER,TB5CER1,L08,B5CER,JB5CER3,L18,4
B5CER,TB5CER1,L08,B5EBC,TB5EBC1,L08,52
B5CER,TB5CER1,L08,B5EBC,TB5EBC2,L08,918
B5CER,TB5CER1,L08,B5EIN,TB5EIN1,L08,129381
B5CER,TB5CER1,L08,B5EIN,TB5EIN3,L08,400
B5CER,TB5CER1,L08,B5HAL,TB5HAL1,L08,770
B5CER,TB5CER1,L08,B5KLO,TB5KLO3,L08,41353
B5CER,TB5CER1,L08,B5KLO,VB5KLO3,L09,37
B5CER,TB5CER1,L08,B5LAC,TB5LAC1,L08,12933
B5CER,TB5CER1,L08,B5LAC,TB5LAC3,L08,43716
B5CER,TB5CER1,L08,B5LAC,VB5LAC3,L09,626
B5CER,TB5CER1,L08,B5LEN,TB5LEN1,L08,885
B5CER,TB5CER1,L08,B5SUS,TB5SUS1,L08,1917
B5CER,TB5CER1,L08,B5SUS,TB5SUS3,L08,59203
B5CER,TB5CER1,L08,B5SUS,VB5SUS3,L09,1511
B5CER,TB5CER2,L08,B1BOR,TB1BOR2,L08,217
B5CER,TB5CER2,L08,B2EUD,TB2EUD2,L08,51
